year,title,author,author_gender,POS,POS_ADJF/PRTF,genre,canon_status,narration
1866,Игрок,"Достоевский, Федор Михайлович",m,NOUN,NOUN,Социально-психологический,1,1 лицо
1866,Глумовы,"Решетников, Федор Михайлович",m,NOUN,NOUN,соц-психологичекий,0,3 лицо
1866,Горнорабочие,"Решетников, Федор Михайлович",m,NOUN,NOUN,соц-психологический,0,3 лицо
1866,В чаду глубоких соображений,"Шеллер-Михайлов, Александр Константинович",m,PREP NOUN ADJF NOUN,PREP NOUN ADJF/PRTF NOUN,,0,3 лицо
1866,Засоренные дороги,"Шеллер-Михайлов, Александр Константинович",m,PRTF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1867,Из огня да в полымя,"Бажин, Николай Федотович",m,PREP NOUN PRCL PREP NOUN,PREP NOUN PRCL PREP NOUN,социально-психологический,0,3 лицо
1867,"Приключения царевича Густава Ириковича, жениха царевны Ксении Годуновой","Вельтман, Елена Ивановна",f,NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN,NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN,Исторический,0,3 лицо
1867,Без вины виноватые,"Владимирова, А.К.",f,PREP NOUN ADJF,PREP NOUN ADJF/PRTF,социально-психологический,0,3 лицо
1867,Новые места,"Данилевский, Григорий Петрович",m,NOUN NOUN,NOUN NOUN,Бытовой,0,3 лицо
1867,Черноземные силы,"Демерт, Николай Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,"социально-политический, крестьяне",0,3 лицо
1867,Туз,"Дриянский, Егор Эдуардович",m,NOUN,NOUN,Социально-психологический,0,
1867,Русский самоучка,"Зарубин, Павел Алексеевич",m,ADJF NOUN,ADJF/PRTF NOUN,"автобиографический, бытописательные очерки",0,1 лицо
1867,Поменьше опеки,"Кандауров, Василий Алексеевич",m,COMP NOUN,COMP NOUN,,0,3 лицо
1867,Отсталый и передовой,"Каратыгин, Петр Петрович",m,ADJF CONJ ADJF,ADJF/PRTF CONJ ADJF/PRTF,соц-психологический,0,3 лицо
1867,Большие корабли,"Клюшников, Виктор Петрович",m,ADJF NOUN,ADJF/PRTF NOUN,"любовный роман,",0,3 лицо
1867,Ай-Бурун,"Леонтьев, Константин Николаевич",m,NOUN,NOUN,"психологический,",0,1 лицо
1867,С квартиры на квартиру,"Ломачевский, Дмитрий Платонович",m,PREP NOUN PREP NOUN,PREP NOUN PREP NOUN,,0,1 лицо
1867,Типы прошлого,"Маркевич, Болеслав Михайлович",m,NOUN NOUN,NOUN NOUN,? Исторический,0,1 лицо
1867,Признания Сергея Чалыгина,"Полонский, Яков Петрович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,исторический,0,1 лицо
1867,Сила болота,"Славутинский, Степан Тимофеевич",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1867,Театральные болота,"Соколов, Александр Алексеевич",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1867,Дым,"Тургенев, Иван Сергеевич",m,NOUN,NOUN,общественно-политический роман,1,3 лицо
1868,Меж двух огней,"Авдеев, Михаил Васильевич",m,PREP NUMR NOUN,PREP NUMR NOUN,социально-психологический,0,3 лицо
1868,Жертва вечерняя,"Боборыкин, Петр Дмитриевич",m,NOUN ADJF,NOUN ADJF/PRTF,Социально-психологический,0,1 лицо
1868,Живая душа,"Вовчок, Марко",f,ADJF NOUN,ADJF/PRTF NOUN,социально-психолологический,0,3 лицо
1868,Старая и юная Россия,"Гирс, Дмитрий Константинович",m,ADJF CONJ ADJF NOUN,ADJF/PRTF CONJ ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1868,Идиот,"Достоевский, Федор Михайлович",m,NOUN,NOUN,Социально-психологический,1,3 лицо
1868,"Ведьма из-за Днепра, или Разбойник Соловей","Евстигнеев, Михаил Евдокимович",m,NOUN PREP NOUN CONJ NOUN NOUN,NOUN PREP NOUN CONJ NOUN NOUN,исторический,0,3 лицо
1868,А. Большаков,"Кашкаров, Иван Дмитриевич",m,NOUN NOUN,NOUN NOUN,Социально-психологический,0, 
1868,Новые русские люди,"Мордовцев, Даниил Лукич",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1868,Где лучше?,"Решетников, Федор Михайлович",m,ADVB COMP,ADVB COMP, ,0,3 лицо
1868,Война и мир,"Толстой, Лев Николаевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,"роман-эпопея, военный, исторический, социально-психологический",1,3 лицо
1868,Господа Обносковы,"Шеллер-Михайлов, Александр Константинович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1869,История одного товарищества,"Бажин, Николай Федотович",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1869,Лотерея,"Бажина, Серафима Никитична",f,NOUN,NOUN,социально-психологический,0,1 лицо
1869,На суде,"Боборыкин, Петр Дмитриевич",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1869,Записки причетника,"Вовчок, Марко ",f,NOUN NOUN,NOUN NOUN,социально-психологический,0,1 лицо
1869,Семейство Тарских,"Вроцкий, Н.А.",m,NOUN NOUN,NOUN NOUN,семейная хроника,0,3 лицо
1869,Обрыв,"Гончаров, Иван Андреевич",m,NOUN,NOUN,социально-психологический,1,3 лицо
1869,Цыгане,"Клюшников, Виктор Петрович",m,NOUN,NOUN,любовный,0,3 лицо
1869,Панургово стадо,"Крестовский, Всеволод Владимирович",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический роман,0,3 лицо
1869,За пределами истории,"Михайлов, Михаил Ларионович",m,PREP NOUN NOUN,PREP NOUN NOUN,исторический,0,3 лицо
1869,Знамение времени,"Мордовцев, Даниил Лукич",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1869,Своим путем,"Ожигина, Людмила Александровна",f,NPRO NOUN,NPRO NOUN,социально-психологический,0,1 лицо
1869,Разлучники,"Темризов, А.",f,NOUN,NOUN,социально-психологический,0,3 лицо
1869,Вразброд,"Шеллер-Михайлов, Александр Константинович",m,ADVB,ADVB,семейная хроника,0,1 лицо
1870,На распутьи,"Авсеенко, Василий Григорьевич",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1870,Мандарин,"Ахшарумов, Николай Дмитриевич",m,NOUN,NOUN,социально-психологический,0,3 лицо
1870,Старая история,"Бажина, Серафима Никитична",f,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1870,Самостоятельная жизнь,"Бажина, Серафима Никитична",f,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1870,Солидные добродетели,"Боборыкин, Петр Дмитриевич",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1870,Мститель,"Евстигнеев, Михаил Евдокимович",m,NOUN,NOUN,детективный,0, 
1870,Москва и Тверь,"Кельсиев, Василий Иванович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1870,Большая Медведица,"Крестовский, В.-псевдоним",f,ADJF NOUN,ADJF/PRTF NOUN, ,0,3 лицо
1870,На ножах,"Лесков, Николай Семенович",m,PREP NOUN,PREP NOUN,о нигилистах,1,3 лицо
1870,Вместе,"Михайлов, Михаил Ларионович",m,ADVB,ADVB,социально-психологический,0,3 лицо
1870,Шаг за шагом,"Омулевский, Иннокентий Васильевич",m,NOUN PREP NOUN,NOUN PREP NOUN,исторический,0,3 лицо
1870,Свой хлеб,"Решетников, Федор Михайлович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1870,История одного города,"Салтыков-Щедрин, Михаил Евграфович",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,фантастический,1,3 лицо
1870,От берега до берега. Жизнь в провинции,"Соколов, Александр Алексеевич",m,PREP NOUN PREP NOUN NOUN PREP NOUN,PREP NOUN PREP NOUN NOUN PREP NOUN, ,0, 
1870,Балетный мирок,"Худеков, Сергей Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1870,Подспудные силы,"Чаев, Николай Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1871,Чужой хлеб,"Анненская, Александра Никитична",f,ADJF NOUN,ADJF/PRTF NOUN,Социальная повесть,0,3 лицо
1871,Петербургские игроки,"Афанасьев-Чужбинский, Александр Степанович",m,ADJF NOUN,ADJF/PRTF NOUN,бытовой роман,0,3 лицо
1871,Семейство Снежиных,"Ближнев, П.",f,NOUN NOUN,NOUN NOUN,,0,3 лицо
1871,Около золота,"Блюммер, Леонид Петрович",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1871,Записки еврея,"Богров, Григорий Исаакович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,1 лицо
1871,На новом пути,"Долгов, К.",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,исторический,0, 
1871,Бесы,"Достоевский, Федор Михайлович",m,NOUN,NOUN,Роман,1,3 лицо
1871,Честные люди,"Кашкаров, Иван Дмитриевич",m,ADJF NOUN,ADJF/PRTF NOUN,Соц.-психологичесий,0,3 лицо
1871,На все руки мастер,"Кельсиев, Василий Иванович",m,PREP ADJF NOUN NOUN,PREP ADJF/PRTF NOUN NOUN,исторический,0,3 лицо
1871,При Петре,"Кельсиев, Василий Иванович",m,PREP NOUN,PREP NOUN,исторический,0,3 лицо
1871,"Николай Негорев, или Благополучный россиянин","Кущевский, Иван Афанасьевич",m,NOUN NOUN CONJ ADJF NOUN,NOUN NOUN CONJ ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1871,Горячее время,"Леванда, Лев Осипович",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1871,Христова невеста,"Лейкин, Николай Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,бытописательный роман,0,3 лицо
1871,Неслужащий дворянин,"Лермонтов, Владимир Дмитриевич",m,ADJF NOUN,ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1871,В лесах,"Мельников-Печерский, Павел Иванович",m,PREP NOUN,PREP NOUN,,0,3 лицо
1871,Последние язычники,"Окрейц, Станислав Станиславович",m,ADJF NOUN,ADJF/PRTF NOUN,исторический,0,
1871,В водовороте,"Писемский, Алексей Феофилактович",m,PREP NOUN,PREP NOUN, ,0,3 лицо
1871,Огонек,"Смирнова, Софья Ивановна",f,NOUN,NOUN,социально-психологический роман; эмансипированная героиня,0,3 лицо
1871,Миллиард в тумане,"Суворин, Алексей Сергеевич",m,NOUN PREP NOUN,NOUN PREP NOUN,,0,
1871,"Святослав, князь Липецкий","Чистяков, Михаил Борисович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,историческая повесть,0,3 лицо
1871,Новик,"Чистяков, Михаил Борисович",m,NOUN,NOUN,"историческая повесть, 1812",0,3 лицо
1871,Лес рубят – щепки летят,"Шеллер-Михайлов, Александр Константинович",m,NOUN VERB NOUN VERB,NOUN VERB NOUN VERB,социально-психологический,0,3 лицо
1872,Из-за благ земных,"Авсеенко, Василий Григорьевич",m,PREP NOUN ADJF,PREP NOUN ADJF/PRTF,психологический,0,3 лицо
1872,Алексей Слободин,"Альминский, П.",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1872,Концы в воду,"Ахшарумов, Николай Дмитриевич",m,NOUN PREP NOUN,NOUN PREP NOUN,детективный роман,0,1 лицо
1872,Зовет...,"Бажин, Николай Федотович",m,VERB,VERB,социальный роман,0,1 лицо
1872,Дельцы,"Боборыкин, Петр Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0,3 лицо
1872,Тёмные и светлые стороны русской жизни,"Зарубин, Павел Алексеевич",m,ADJF CONJ ADJF NOUN ADJF NOUN,ADJF/PRTF CONJ ADJF/PRTF NOUN ADJF/PRTF NOUN,автобиографический,0,3 лицо
1872,Последний потомок Чингис-хана,"Зотов, Рафаил Михайлович",m,ADJF NOUN NOUN,ADJF/PRTF NOUN NOUN,биографический,0,3 лицо
1872,На далеких окраинах,"Каразин, Николай Николаевич",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,ориенталистский,0,3 лицо
1872,Семья вольнодумцев,"Клюшников, Виктор Петрович; Петров, Петр Николаевич",m,NOUN NOUN,NOUN NOUN,роман о нигилистах,0,3 лицо
1872,Вне колеи,"Ковнер, Аркадий Григорьевич",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1872,Соборяне,"Лесков, Николай Семенович",m,NOUN,NOUN,Психологический роман,1,3 лицо
1872,От поцелуя к поцелую,Неженатый Серафим,m,PREP NOUN PREP NOUN,PREP NOUN PREP NOUN,сатирический,0,3 лицо
1872,Из кулька в рогожку,"Преображенский, Н.С.",m,PREP NOUN PREP NOUN,PREP NOUN PREP NOUN,социально-психологический,0,3 лицо
1872,Дилетанты,"Ромер, Федор Эмильевич",m,NOUN,NOUN,соц.-психологический,0,3 лицо
1872,Самокрутка,"Салиас, Евгений Андреевич",m,NOUN,NOUN,"историческая повесть, XVIII в.",0,3 лицо
1872,Соль земли,"Смирнова, Софья Ивановна",f,NOUN NOUN,NOUN NOUN,социально-психологический,0,3 лицо
1872,Богатыри,"Чаев, Николай Александрович",m,NOUN,NOUN,"историческая повесть, XVIII в., времена Павла I",0,3 лицо
1873,Пшеницыны,"Альбов, Михаил Николаевич",m,NOUN,NOUN,Соц.-психологический роман,0,3 лицо
1873,Полжизни,"Боборыкин, Петр Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0,1 лицо
1873,Отто фон Нейзан,"Де-Воллан, Григорий Александрович",m,NOUN PRCL NOUN,NOUN PRCL NOUN,Социально-психологический,0, 
1873,Сын нищего,"Евстигнеев, Михаил Евдокимович",m,NOUN ADJF,NOUN ADJF/PRTF,детективный,0, 
1873,Погоня за наживой,"Каразин, Николай Николаевич",m,NOUN PREP NOUN,NOUN PREP NOUN,исторический,0,3 лицо
1873,Вадим,"Лермонтов, Михаил Юрьевич",m,NOUN,NOUN,исторический,1,3 лицо
1873,Марина из Алого рога,"Маркевич, Болеслав Михайлович",m,NOUN PREP ADJF NOUN,NOUN PREP ADJF/PRTF NOUN,исторический,0,3 лицо
1873,Курские порубежники,"Марков, Владислав Львович",m,ADJF NOUN,ADJF/PRTF NOUN,"Исторический,",0,3 лицо
1873,Один из наших Бисмарков,"Мещерский, Владимир Петрович",m,ADJF PREP ADJF NOUN,ADJF/PRTF PREP ADJF/PRTF NOUN,Сатирический,0,3 лицо
1873,Женщины из большого петербургского света,"Мещерский, Владимир Петрович",m,NOUN PREP ADJF ADJF NOUN,NOUN PREP ADJF/PRTF ADJF/PRTF NOUN,светский,0,3 лицо
1873,Попытка – не шутка,"Омулевский, Иннокентий Васильевич",m,NOUN PRCL NOUN,NOUN PRCL NOUN, ,0,3 лицо
1873,Пугачевцы,"Салиас, Евгений Андреевич",m,NOUN,NOUN,исторический,0,3 лицо
1873,Попечитель учебного округа,"Смирнова, Софья Ивановна",f,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,исторический,0, 
1873,Крестник Петра Великого,"Соколов, Александр Алексеевич",m,NOUN NOUN NOUN,NOUN NOUN NOUN,исторический,0,3 лицо
1873,Розы и тернии,"Соколов, Александр Алексеевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN, ,0, 
1873,Без исхода,"Станюкович, Константин Михайлович ",m,PREP NOUN,PREP NOUN,народнический,0,3 лицо
1873,Скорбящие,"Филиппов, Михаил Авраамович",m,PRTF,ADJF/PRTF,,0,
1873,Рассвет,"Филиппов, Михаил Авраамович",m,NOUN,NOUN,социальный,0,3 лицо
1874,История бледного молодого человека,"Аверкиев, Дмитрий Васильевич",m,NOUN ADJF ADJF NOUN,NOUN ADJF/PRTF ADJF/PRTF NOUN,социально-психологический,0,1 лицо
1874,Два мира,"Алеева, Н.",f,NUMR NOUN,NUMR NOUN,,0,
1874,"Сказано, что Азия","Бешенцов, Александр Николаевич",m,PRTS CONJ NOUN,PRTS CONJ NOUN,любовный,0,3 лицо
1874,Доктор Цыбулька,"Боборыкин, Петр Дмитриевич",m,NOUN NOUN,NOUN NOUN,Соц.-психологический,0,3 лицо
1874,Девятый вал,"Данилевский, Григорий Петрович",m,ADJF NOUN,ADJF/PRTF NOUN,Роман воспитания,0,
1874,Степные миссионеры,"Дьяков, Александр Александрович",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический,0,1 лицо
1874,Раскольничее гнездо сообщников царевны Софи,"Евстигнеев, Михаил Евдокимович",m,ADJF NOUN NOUN NOUN NOUN,ADJF/PRTF NOUN NOUN NOUN NOUN,исторический,0,
1874,"Страшный клад, или Татарская пленница","Евстигнеев, Михаил Евдокимович",m,ADJF NOUN CONJ ADJF NOUN,ADJF/PRTF NOUN CONJ ADJF/PRTF NOUN,исторический,0,
1874,Хроника села Смурина,"Засодимский (Вологдин), Павел Владимирович",m,NOUN NOUN NOUN,NOUN NOUN NOUN,социально-психологический,0,3 лицо
1874,Двуногий волк,"Каразин, Николай Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1874,С севера на юг,"Каразин, Николай Николаевич",m,PREP NOUN PREP NOUN,PREP NOUN PREP NOUN,,0,3 лицо
1874,Две силы,"Крестовский, Всеволод Владимирович",m,NUMR NOUN,NUMR NOUN,Исторический роман,0,3 лицо
1874,Вне общественных интересов,"Летнев, П.",f,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1874,"Жизнь, как она есть. На море","Немирович-Данченко, Василий Иванович",m,NOUN CONJ NPRO INFN PREP NOUN,NOUN CONJ NPRO INFN PREP NOUN,Авантюрный,0,
1874,"Иоанн III, собиратель Земли Русской","Петров, Пётр Николаевич",m,NOUN NUMR NOUN NOUN ADJF,NOUN NUMR NOUN NOUN ADJF/PRTF,исторический,0,
1874,Одесские катакомбы,"Правдин, В.",m,ADJF NOUN,ADJF/PRTF NOUN,"криминальный, социальный",0,3 лицо
1875,Из современного романа,"Авсеенко, Василий Григорьевич",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,социально-психологический,0,3 лицо
1875,Млечный путь,"Авсеенко, Василий Григорьевич",m,ADJF NOUN,ADJF/PRTF NOUN,Социально-психологический,0,3 лицо
1875,В глуши,"Вовчок, Марко ",f,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1875,Иван Николаевич Истуканов,"Гусев, Сергей Сергеевич",m,NOUN NOUN NOUN,NOUN NOUN NOUN,Социально-психологический,0,
1875,Подросток,"Достоевский, Федор Михайлович",m,NOUN,NOUN,Социально-психологический,1,1 лицо
1875,Хищники,"Кашкаров, Иван Дмитриевич",m,NOUN,NOUN,Соц.-психологический,0,
1875,Кудеяр,"Костомаров, Николай Иванович",m,NOUN,NOUN,исторический,0,3 лицо
1875,На горах,"Мельников-Печерский, Павел Иванович",m,PREP NOUN,PREP NOUN,семейный,0,3 лицо
1875,Капитон Перелетов,"Славутинский, Степан Тимофеевич",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,
1875,Земское дело – семейное дело,"Соколов, Александр Алексеевич",m,ADJF NOUN ADJF NOUN,ADJF/PRTF NOUN ADJF/PRTF NOUN,социально-психологический,0,
1875,Наследники,"Стахеев, Дмитрий Иванович",m,NOUN,NOUN,,0,
1875,Кто выиграл?,"Фридрих, Ф.",0,NPRO VERB,NPRO VERB,"социально-психологический, детективный",0,
1875,Старые гнезда,"Шеллер-Михайлов, Александр Константинович",m,NOUN NOUN,NOUN NOUN,,0,3 лицо
1876,Мои времена в 30-х годах,"Авдеев, Михаил Васильевич",m,ADJF NOUN PREP NUMR NOUN,ADJF/PRTF NOUN PREP NUMR NOUN,,0,
1876,В сороковых годах,"Авдеев, Михаил Васильевич",m,PREP NUMR NOUN,PREP NUMR NOUN,социально-психологический,0,3 лицо
1876,Князь Михаил Васильевич Скопин-Шуйский или Москва и Новгород в смутное время в начале семнадцатого века,аноним,0,NOUN NOUN NOUN NOUN CONJ NOUN CONJ NOUN PREP ADJF NOUN PREP NOUN NUMR NOUN,NOUN NOUN NOUN NOUN CONJ NOUN CONJ NOUN PREP ADJF/PRTF NOUN PREP NOUN NUMR NOUN,исторический,0,
1876,Лихие болести,"Боборыкин, Петр Дмитриевич",m,ADJF NOUN,ADJF/PRTF NOUN,Социально-психологический; любовный,0,
1876,Еврейский манускрипт,"Богров, Григорий Исаакович",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический,0,3 лицо
1876,Магистр,"Загоскин, Михаил Васильевич",m,NOUN,NOUN,социально-психологический,0,3 лицо
1876,Тигрица,"Каразин, Николай Николаевич",m,NOUN,NOUN,,0,1 лицо
1876,При дворе,"Ласкос, Изабелла Львовна",f,PREP NOUN,PREP NOUN,социально-психологический,0,
1876,Исповедь преступника,"Линев, Дмитрий Александрович",m,NOUN NOUN,NOUN NOUN,социально-психологический,0,1 лицо
1876,В водовороте страстей,"Мамин-Сибиряк, Дмитрий Наркисович",m,PREP NOUN NOUN,PREP NOUN NOUN,авантюрный,0,3 лицо
1876,Черноземные поля,"Марков, Евгений Львович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1876,Лорд-апостол в большом петербуржском свете,"Мещерский, Владимир Петрович",m,NOUN PREP ADJF ADJF NOUN,NOUN PREP ADJF/PRTF ADJF/PRTF NOUN,Социально-психологический,0,3 лицо
1876,Тайны современного Петербурга,"Мещерский, Владимир Петрович",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,Романы о нигилистах,0,1 лицо
1876,Около денег,"Потехин, Алексей Антипович",m,PREP NOUN,PREP NOUN,социально-психологический,0,3 лицо
1876,Сила характера,"Смирнова, Софья Ивановна",f,NOUN NOUN,NOUN NOUN,Уголовный; социально-психологический,0,
1876,Хлеба и зрелищ,"Шеллер-Михайлов, Александр Константинович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,,0,3 лицо
1877,Без вины виноватые,Ардов,f,PREP NOUN ADJF,PREP NOUN ADJF/PRTF,социально-психологический,0,3 лицо
1877,На жизнь и смерть. Изображение идеалистов,"Берви, Василий Васильевич (Вильгельм Вильгельмович)",m,PREP NOUN CONJ NOUN NOUN NOUN,PREP NOUN CONJ NOUN NOUN NOUN,о разночинцах,0,3 лицо
1877,Мирович,"Данилевский, Григорий Петрович",m,NOUN,NOUN,Исторический,0,3 лицо
1877,Сфинкс,"Дубровина, Екатерина Оскаровна",f,NOUN,NOUN,,0,
1877,В пороховом дыму,"Каразин, Николай Николаевич",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,,0,3 лицо
1877,Увлечения и ошибки,"Летнев, П.",f,NOUN CONJ NOUN,NOUN CONJ NOUN,,0,
1877,По тюрьмам,"Линев, Дмитрий Александрович",m,PREP NOUN,PREP NOUN,социально-психологический,0,1 лицо
1877,Хочу быть русскою,"Мещерский, Владимир Петрович",m,VERB INFN ADJF,VERB INFN ADJF/PRTF,,0,
1877,Царский суд,"Петров, Пётр Николаевич",m,ADJF NOUN,ADJF/PRTF NOUN,Исторический,0,3 лицо
1877,Мещане,"Писемский, Алексей Феофилактович",m,NOUN,NOUN,,0,3 лицо
1877,Убийца,"Салманов, Петр Алексеевич",m,NOUN,NOUN,Уголовный/Криминальный,0,3 лицо
1877,Современная идиллия,"Салтыков-Щедрин, Михаил Евграфович",m,ADJF NOUN,ADJF/PRTF NOUN,"социально-психологический, авантюрный",1,1 лицо
1877,Анна Каренина,"Толстой, Лев Николаевич",m,NOUN NOUN,NOUN NOUN,философский; социально-психологический,1,3 лицо
1877,Новь,"Тургенев, Иван Сергеевич",m,NOUN,NOUN,Исторический,1,3 лицо
1877,Пролог,"Чернышевский, Николай Гаврилович",m,NOUN,NOUN,социально-психологический,0,3 лицо
1878,Скрежет зубовный,"Авсеенко, Василий Григорьевич",m,NOUN ADJF,NOUN ADJF/PRTF,Социально-психологический,0,3 лицо
1878,Кто во что горазд,"Засодимский, Павел Владимирович",m,NPRO PREP NPRO ADJS,NPRO PREP NPRO ADJS,"социальный, крестьяне",0,3 лицо
1878,Устои,"Златовратский, Николай Николаевич",m,NOUN,NOUN,социально-психологический,0,3 лицо
1878,Гунны: Эпоха великого переселения народов,"Кондратьев, Иван Кузьмич",m,NOUN NOUN NOUN NOUN NOUN,NOUN NOUN NOUN NOUN NOUN,авантюрный; исторический,0,3 лицо
1878,Былое,"Крестовский, В.-псевдоним",f,ADJF,ADJF/PRTF,,0,3 лицо
1878,Четверть века назад,"Маркевич, Болеслав Михайлович",m,NOUN NOUN ADVB,NOUN NOUN ADVB,,0,3 лицо
1878,Идеалисты и реалисты,"Мордовцев, Даниил Лукич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1878,Два узла одной верёвки,"Петров, Пётр Николаевич",m,NUMR NOUN ADJF NOUN,NUMR NOUN ADJF/PRTF NOUN,исторический,0,
1878,Престол и монастырь,"Полежаев, Петр Васильевич",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1878,Петербургское действо (Братья Орловы),"Салиас, Евгений Андреевич",m,ADJF NOUN NOUN NOUN,ADJF/PRTF NOUN NOUN NOUN,исторический,0,3 лицо
1878,Сестра милосердия,"Соколов, Александр Алексеевич",m,NOUN NOUN,NOUN NOUN,,0,3 лицо
1878,Царь-баба,"Соколов, Александр Алексеевич",m,NOUN,NOUN,исторический,0,3 лицо
1878,Капитан гренадерский роты,"Соловьев, Всеволод Сергеевич",m,NOUN ADJF NOUN,NOUN ADJF/PRTF NOUN,исторический,0,3 лицо
1878,В мутной воде,"Станюкович, Константин Михайлович ",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,,0,3 лицо
1878,Под грозой,"Фирсов, Николай Николаевич",m,PREP NOUN,PREP NOUN,,0,3 лицо
1878,Беспечальное житье,"Шеллер-Михайлов, Александр Константинович",m,ADJF NOUN,ADJF/PRTF NOUN,,0,3 лицо
1879,Счастливые люди,"Глинка, Василий Сергеевич",m,ADJF NOUN,ADJF/PRTF NOUN, ,0,3 лицо
1879,Братья Карамазовы,"Достоевский, Федор Михайлович",m,NOUN NOUN,NOUN NOUN,"Социально-психологический, философский",1,3 лицо
1879,Варвара Лепко и ее семья,"Каразин, Николай Николаевич",m,NOUN NOUN CONJ NPRO NOUN,NOUN NOUN CONJ NPRO NOUN,,0,3 лицо
1879,Любовь и корона,"Карнович, Евгений Петрович",m,NOUN CONJ NOUN,NOUN CONJ NOUN,исторический,0,3 лицо
1879,На высоте и на доле,"Карнович, Евгений Петрович",m,PREP NOUN CONJ PREP NOUN,PREP NOUN CONJ PREP NOUN,исторический,0,3 лицо
1879,На волоске,"Летнев, П.",f,PREP NOUN,PREP NOUN,социально-психологический,0,
1879,Старый дом,"Львова, Анфиса Петровна",f,ADJF NOUN,ADJF/PRTF NOUN,"психологический роман, светский роман",0, 
1879,Ненастье,"Львова, Анфиса Петровна",f,NOUN,NOUN,социально-психологический,0,3 лицо
1879,Берег моря,"Марков, Евгений Львович",m,NOUN NOUN,NOUN NOUN,"семейный, социально-психологический",0,3 лицо
1879,Граф Обезьянинов на новом месте,"Мещерский, Владимир Петрович",m,NOUN NOUN PREP ADJF NOUN,NOUN NOUN PREP ADJF/PRTF NOUN,Сатирический роман,0,3 лицо
1879,В петербургском омуте,"Михневич, Владимир Осипович",m,PREP ADJF NOUN,PREP ADJF/PRTF NOUN,исторический,0,
1879,Двенадцатый год,"Мордовцев, Даниил Лукич",m,NUMR NOUN,NUMR NOUN,исторический,0,3 лицо
1879,Лжедмитрий,"Мордовцев, Даниил Лукич",m,NOUN,NOUN,исторический,0,3 лицо
